function_id,module,submodule,function_name,purpose,caller_or_trigger,input_field,input_type,input_required,input_source,preconditions,authorization_action,qualification_requirement,sod_requirement,signature_requirement,processing_rules,db_reads,db_writes,transaction_boundary,return_type,return_fields,emitted_events,consumed_events,external_dependencies,idempotency,concurrency,error_codes,audit_events,security_events,configuration,test_ids,validation_requirement_ids,source_document,source_requirement_ids,derivation
FN-0193,SPEC-QC-003,OOS / OOT Management Specification,postQualityOosV1IdResamplePlans,Implements `POST /quality/oos/v1/{id}/resample-plans` declared in Document 25 §10. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQualityOosV1IdResamplePlans (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",OOSOpened;OOSLabInvestigationStarted;OOSAssignableCauseDetermined;OOSExtendedInvestigationStarted;OOSRetestAuthorized;OOSRetestCompleted;OOSResampleAuthorized;OOSImpactAssessed;OOSDispositionApproved;OOSClosed;OOTDetected;OOTInvestigationStarted,,,idempotency_key required,expected_version required,IMPACT_ASSESSMENT_REQUIRED;INVESTIGATION_INCOMPLETE;LAB_CAUSE_EVIDENCE_REQUIRED;OOS_ALREADY_EXISTS;OOS_RELEASE_BLOCK_ACTIVE;OOT_RULE_NOT_RELEASED;ORIGINAL_RESULT_REQUIRED;QA_APPROVAL_REQUIRED;RESAMPLE_NOT_AUTHORIZED;RETEST_LIMIT_REACHED;RETEST_NOT_AUTHORIZED,committed mutation audit event,"authz denial, replay, malformed payload",,justification;number of retests;method;analyst/instrument criteria;interpretation rule;approver signature,Doc 80/81 trace for SPEC-QC-003,Document 25,OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR-015;OOS-FR-016;OOS-FR-017;OOS-FR-018;OOS-FR-019;OOS-FR-020;OOS-FR-021;OOS-FR-022;OOS-FR-023;OOT-FR-001;OOT-FR-002;OOT-FR-003;OOT-FR-004;OOT-FR-005;OOT-FR-006;OOT-FR-007;OOT-FR-008;OOT-FR-009;OOT-FR-010;OOS-FR-024;OOS-FR-025;OOS-FR-026;OOS-FR-027;OOS-FR-028;OOS-FR-029;OOS-FR-030,derived from declared API operation
FN-0194,SPEC-QC-003,OOS / OOT Management Specification,postQualityOosV1IdImpact,Implements `POST /quality/oos/v1/{id}/impact` declared in Document 25 §10. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQualityOosV1IdImpact (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",OOSOpened;OOSLabInvestigationStarted;OOSAssignableCauseDetermined;OOSExtendedInvestigationStarted;OOSRetestAuthorized;OOSRetestCompleted;OOSResampleAuthorized;OOSImpactAssessed;OOSDispositionApproved;OOSClosed;OOTDetected;OOTInvestigationStarted,,,idempotency_key required,expected_version required,IMPACT_ASSESSMENT_REQUIRED;INVESTIGATION_INCOMPLETE;LAB_CAUSE_EVIDENCE_REQUIRED;OOS_ALREADY_EXISTS;OOS_RELEASE_BLOCK_ACTIVE;OOT_RULE_NOT_RELEASED;ORIGINAL_RESULT_REQUIRED;QA_APPROVAL_REQUIRED;RESAMPLE_NOT_AUTHORIZED;RETEST_LIMIT_REACHED;RETEST_NOT_AUTHORIZED,committed mutation audit event,"authz denial, replay, malformed payload",,justification;number of retests;method;analyst/instrument criteria;interpretation rule;approver signature,Doc 80/81 trace for SPEC-QC-003,Document 25,OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR-015;OOS-FR-016;OOS-FR-017;OOS-FR-018;OOS-FR-019;OOS-FR-020;OOS-FR-021;OOS-FR-022;OOS-FR-023;OOT-FR-001;OOT-FR-002;OOT-FR-003;OOT-FR-004;OOT-FR-005;OOT-FR-006;OOT-FR-007;OOT-FR-008;OOT-FR-009;OOT-FR-010;OOS-FR-024;OOS-FR-025;OOS-FR-026;OOS-FR-027;OOS-FR-028;OOS-FR-029;OOS-FR-030,derived from declared API operation
FN-0195,SPEC-QC-003,OOS / OOT Management Specification,postQualityOosV1IdDisposition,Implements `POST /quality/oos/v1/{id}/disposition` declared in Document 25 §10. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQualityOosV1IdDisposition (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",OOSOpened;OOSLabInvestigationStarted;OOSAssignableCauseDetermined;OOSExtendedInvestigationStarted;OOSRetestAuthorized;OOSRetestCompleted;OOSResampleAuthorized;OOSImpactAssessed;OOSDispositionApproved;OOSClosed;OOTDetected;OOTInvestigationStarted,,,idempotency_key required,expected_version required,IMPACT_ASSESSMENT_REQUIRED;INVESTIGATION_INCOMPLETE;LAB_CAUSE_EVIDENCE_REQUIRED;OOS_ALREADY_EXISTS;OOS_RELEASE_BLOCK_ACTIVE;OOT_RULE_NOT_RELEASED;ORIGINAL_RESULT_REQUIRED;QA_APPROVAL_REQUIRED;RESAMPLE_NOT_AUTHORIZED;RETEST_LIMIT_REACHED;RETEST_NOT_AUTHORIZED,committed mutation audit event,"authz denial, replay, malformed payload",,justification;number of retests;method;analyst/instrument criteria;interpretation rule;approver signature,Doc 80/81 trace for SPEC-QC-003,Document 25,OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR-015;OOS-FR-016;OOS-FR-017;OOS-FR-018;OOS-FR-019;OOS-FR-020;OOS-FR-021;OOS-FR-022;OOS-FR-023;OOT-FR-001;OOT-FR-002;OOT-FR-003;OOT-FR-004;OOT-FR-005;OOT-FR-006;OOT-FR-007;OOT-FR-008;OOT-FR-009;OOT-FR-010;OOS-FR-024;OOS-FR-025;OOS-FR-026;OOS-FR-027;OOS-FR-028;OOS-FR-029;OOS-FR-030,derived from declared API operation
FN-0196,SPEC-QC-003,OOS / OOT Management Specification,postQualityOosV1IdClose,Implements `POST /quality/oos/v1/{id}/close` declared in Document 25 §10. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQualityOosV1IdClose (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",OOSOpened;OOSLabInvestigationStarted;OOSAssignableCauseDetermined;OOSExtendedInvestigationStarted;OOSRetestAuthorized;OOSRetestCompleted;OOSResampleAuthorized;OOSImpactAssessed;OOSDispositionApproved;OOSClosed;OOTDetected;OOTInvestigationStarted,,,idempotency_key required,expected_version required,IMPACT_ASSESSMENT_REQUIRED;INVESTIGATION_INCOMPLETE;LAB_CAUSE_EVIDENCE_REQUIRED;OOS_ALREADY_EXISTS;OOS_RELEASE_BLOCK_ACTIVE;OOT_RULE_NOT_RELEASED;ORIGINAL_RESULT_REQUIRED;QA_APPROVAL_REQUIRED;RESAMPLE_NOT_AUTHORIZED;RETEST_LIMIT_REACHED;RETEST_NOT_AUTHORIZED,committed mutation audit event,"authz denial, replay, malformed payload",,justification;number of retests;method;analyst/instrument criteria;interpretation rule;approver signature,Doc 80/81 trace for SPEC-QC-003,Document 25,OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR-015;OOS-FR-016;OOS-FR-017;OOS-FR-018;OOS-FR-019;OOS-FR-020;OOS-FR-021;OOS-FR-022;OOS-FR-023;OOT-FR-001;OOT-FR-002;OOT-FR-003;OOT-FR-004;OOT-FR-005;OOT-FR-006;OOT-FR-007;OOT-FR-008;OOT-FR-009;OOT-FR-010;OOS-FR-024;OOS-FR-025;OOS-FR-026;OOS-FR-027;OOS-FR-028;OOS-FR-029;OOS-FR-030,derived from declared API operation
FN-0197,SPEC-QC-003,OOS / OOT Management Specification,postQualityOotV1Evaluate,Implements `POST /quality/oot/v1/evaluate` declared in Document 25 §10. APIs,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQualityOotV1Evaluate (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",OOSOpened;OOSLabInvestigationStarted;OOSAssignableCauseDetermined;OOSExtendedInvestigationStarted;OOSRetestAuthorized;OOSRetestCompleted;OOSResampleAuthorized;OOSImpactAssessed;OOSDispositionApproved;OOSClosed;OOTDetected;OOTInvestigationStarted,,,idempotency_key required,expected_version required,IMPACT_ASSESSMENT_REQUIRED;INVESTIGATION_INCOMPLETE;LAB_CAUSE_EVIDENCE_REQUIRED;OOS_ALREADY_EXISTS;OOS_RELEASE_BLOCK_ACTIVE;OOT_RULE_NOT_RELEASED;ORIGINAL_RESULT_REQUIRED;QA_APPROVAL_REQUIRED;RESAMPLE_NOT_AUTHORIZED;RETEST_LIMIT_REACHED;RETEST_NOT_AUTHORIZED,committed mutation audit event,"authz denial, replay, malformed payload",,justification;number of retests;method;analyst/instrument criteria;interpretation rule;approver signature,Doc 80/81 trace for SPEC-QC-003,Document 25,OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR-015;OOS-FR-016;OOS-FR-017;OOS-FR-018;OOS-FR-019;OOS-FR-020;OOS-FR-021;OOS-FR-022;OOS-FR-023;OOT-FR-001;OOT-FR-002;OOT-FR-003;OOT-FR-004;OOT-FR-005;OOT-FR-006;OOT-FR-007;OOT-FR-008;OOT-FR-009;OOT-FR-010;OOS-FR-024;OOS-FR-025;OOS-FR-026;OOS-FR-027;OOS-FR-028;OOS-FR-029;OOS-FR-030,derived from declared API operation
FN-0198,SPEC-QC-003,OOS / OOT Management Specification,postQualityOotV1IdClose,Implements `POST /quality/oot/v1/{id}/close` declared in Document 25 §10. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQualityOotV1IdClose (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",OOSOpened;OOSLabInvestigationStarted;OOSAssignableCauseDetermined;OOSExtendedInvestigationStarted;OOSRetestAuthorized;OOSRetestCompleted;OOSResampleAuthorized;OOSImpactAssessed;OOSDispositionApproved;OOSClosed;OOTDetected;OOTInvestigationStarted,,,idempotency_key required,expected_version required,IMPACT_ASSESSMENT_REQUIRED;INVESTIGATION_INCOMPLETE;LAB_CAUSE_EVIDENCE_REQUIRED;OOS_ALREADY_EXISTS;OOS_RELEASE_BLOCK_ACTIVE;OOT_RULE_NOT_RELEASED;ORIGINAL_RESULT_REQUIRED;QA_APPROVAL_REQUIRED;RESAMPLE_NOT_AUTHORIZED;RETEST_LIMIT_REACHED;RETEST_NOT_AUTHORIZED,committed mutation audit event,"authz denial, replay, malformed payload",,justification;number of retests;method;analyst/instrument criteria;interpretation rule;approver signature,Doc 80/81 trace for SPEC-QC-003,Document 25,OOS-FR-001;OOS-FR-002;OOS-FR-003;OOS-FR-004;OOS-FR-005;OOS-FR-006;OOS-FR-007;OOS-FR-008;OOS-FR-009;OOS-FR-010;OOS-FR-011;OOS-FR-012;OOS-FR-013;OOS-FR-014;OOS-FR-015;OOS-FR-016;OOS-FR-017;OOS-FR-018;OOS-FR-019;OOS-FR-020;OOS-FR-021;OOS-FR-022;OOS-FR-023;OOT-FR-001;OOT-FR-002;OOT-FR-003;OOT-FR-004;OOT-FR-005;OOT-FR-006;OOT-FR-007;OOT-FR-008;OOT-FR-009;OOT-FR-010;OOS-FR-024;OOS-FR-025;OOS-FR-026;OOS-FR-027;OOS-FR-028;OOS-FR-029;OOS-FR-030,derived from declared API operation
FN-0199,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1Deviations,Implements `POST /qms/v1/deviations` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1Deviations (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
FN-0200,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1DeviationsIdTriage,Implements `POST /qms/v1/deviations/{id}/triage` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1DeviationsIdTriage (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
FN-0201,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1DeviationsIdContain,Implements `POST /qms/v1/deviations/{id}/contain` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1DeviationsIdContain (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
FN-0202,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1DeviationsIdInvestigation,Implements `POST /qms/v1/deviations/{id}/investigation` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1DeviationsIdInvestigation (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
FN-0203,SPEC-QMS-001,Deviation & Investigation Management,postQmsV1DeviationsIdImpact,Implements `POST /qms/v1/deviations/{id}/impact` declared in Document 26 §6. APIs,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postQmsV1DeviationsIdImpact (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",DeviationOpened;DeviationContained;DeviationInvestigationStarted;DeviationImpactAssessed;DeviationCAPARequired;DeviationDispositionApproved;DeviationClosed;DeviationReopened,,,idempotency_key required,expected_version required,CONTAINMENT_REQUIRED;DEVIATION_SOURCE_INVALID;DISPOSITION_REQUIRED;IMPACT_REQUIRED;INVESTIGATION_INCOMPLETE;PLANNED_DEVIATION_EXPIRED;QA_CLOSURE_REQUIRED,committed mutation audit event,"authz denial, replay, malformed payload",,automatic batch deviation;planned deviation expiry;cross-batch investigation;no assignable cause;CAPA required;change required,Doc 80/81 trace for SPEC-QMS-001,Document 26,DEV-FR-001;DEV-FR-002;DEV-FR-003;DEV-FR-004;DEV-FR-005;DEV-FR-006;DEV-FR-007;DEV-FR-008;DEV-FR-009;DEV-FR-010;DEV-FR-011;DEV-FR-012;DEV-FR-013;DEV-FR-014;DEV-FR-015;DEV-FR-016;DEV-FR-017;DEV-FR-018;DEV-FR-019;DEV-FR-020;DEV-FR-021;DEV-FR-022;DEV-FR-023;DEV-FR-024,derived from declared API operation
